title,description,source,date
Group of 7 Mountain Summit Time,Canada is hosting the major global meeting with President Trump and other world leaders. Here’s what to expect.,nytimes.com,2025-06-14T10:00:06Z
Canada Commits Billions in Military Spending to Meet NATO Target,"Prime Minister Mark Carney promised to hit the alliance’s 2 percent spending threshold this year, seven years ahead of a previous schedule.",nytimes.com,2025-06-09T21:40:56Z
King Charles Visits Canada in a Subtle Rebuke to Trump,"The British monarch, who is Canada’s official head of state, is coming at a moment when President Trump has threatened the country’s sovereignty.",nytimes.com,2025-05-26T09:02:39Z
"Senators Visit Canada, Seeking a Reset Amid Trump’s Provocations","Democrats and one Republican made the trip, seeking to stabilize the U.S.-Canada relationship after President Trump imposed tariffs on Canada and suggested it should become the 51st state.",nytimes.com,2025-05-24T01:17:38Z
World Leaders Attend Pope Leo’s Inaugural Mass,Vice President JD Vance was among those present at St. Peter’s Square on Sunday.,nytimes.com,2025-05-18T09:02:53Z
Pope Leo XIV Celebrates Inaugural Mass as Head of Catholic Church,Tens of thousands came to St. Peter’s Square to mark the official start of the pontificate of the first American to lead the Roman Catholic Church. Vice President JD Vance was among the dignitaries who attended.,nytimes.com,2025-05-18T07:01:32Z
America’s New Ambassador to Canada Tamps Down Annexation Talk,"Despite his friendly tone, Pete Hoekstra offered no indication of when, or if, the United States will remove its tariffs against Canada.",nytimes.com,2025-05-17T10:00:06Z
Two Opinion Columnists on Trump’s Era of International Bullying,Lydia Polgreen and Nicholas Kristof discuss why other nations are picking up what the president is punching down.,nytimes.com,2025-05-15T09:04:10Z
Tariffs Drive Honda to Move S.U.V. Production From Canada to U.S.,President Trump’s trade war again tests Canada’s new government. Honda is also postponing  a major electric vehicle factory in Canada.,nytimes.com,2025-05-13T14:33:18Z
Does the United States ‘Need’ Canada?,"President Trump seems to think not. The industries he constantly mentions when he pushes his case, including autos, energy and lumber, beg to differ.",nytimes.com,2025-05-12T09:01:37Z
Trump Surprises Canada With a New Message: We Love You,"President Trump played nice when he came face-to-face with the new prime minister of Canada, the country he has spent months belittling.",nytimes.com,2025-05-06T22:23:24Z
Trump Promises Announcement ‘as Big as It Gets’,"The president provided no other details, but suggested he would share the news before he leaves for a trip to the Middle East next week.",nytimes.com,2025-05-06T18:56:23Z
Carney Tells Trump Canada ‘Is Not for Sale’ During White House Visit,The Canadian prime minister met with President Trump days after being elected on an anti-Trump platform as relations between the two allies are at a historic nadir.,nytimes.com,2025-05-06T09:03:27Z
A New Trend in Global Elections: The Anti-Trump Bump,"In voting in Canada and Australia, right-wing parties that borrowed from the MAGA playbook were punished. Elsewhere, President Trump is having a more complex impact.",nytimes.com,2025-05-04T23:34:52Z
"After Leading a Liberal Comeback, Carney Hits the Ground Running",The prime minister will begin broad economic and security talks with President Trump next week and has set a timetable for his new government.,nytimes.com,2025-05-03T10:00:06Z
The World Is Watching Canada,Canada’s greatest opportunity lies in its ability to reframe its place in the world beyond America.,nytimes.com,2025-05-02T05:00:05Z
"Mark Carney Swept Canada, but There Will Be No Honeymoon","The Canadian prime minister achieved a stunning political upset, running on an anti-Trump platform and promising to revive the economy. Now, he needs to deliver.",nytimes.com,2025-04-30T00:38:33Z
Canada’s Liberals Narrowly Miss Out on Majority in Parliament,Final results from Monday’s crucial election showed Mark Carney’s party had secured 169 of 343 seats and would need help from other parties to pass laws.,nytimes.com,2025-04-29T21:42:31Z
Canada Rejects Statehood,The anger in Canada is evident in many other ways; Canadians have always felt close to but distinct from Americans. A hostile America was something they never imagined.,nytimes.com,2025-04-29T18:07:52Z
Mark Carney’s Liberals Win Canada’s Election. Here Are 4 Takeaways.,The former central banker successfully convinced voters that he was the right candidate to confront President Trump’s trade war and threats to annex the country.,nytimes.com,2025-04-29T09:21:05Z
Mark Carney Wins New Term as Canada’s Prime Minister on Anti-Trump Platform,"The election was dominated by Mr. Trump and his relentless focus on Canada. Pierre Poilievre, the opposition leader, lost the seat he had held for 20 years.",nytimes.com,2025-04-29T02:11:48Z
"How Trump, Trudeau and Tariffs Upended Canada’s Political Landscape","After nearly a decade in power, the Liberal Party seemed destined to be swept out on a wave of anti-incumbency sentiment. Then events took a surprising turn.",nytimes.com,2025-04-28T14:30:07Z
"Canada Votes, With an Eye on Trump’s Trade Policies","The two leading candidates, Pierre Poilievre and Mark Carney, both plan to fight the U.S., its largest trading partner, over tariffs. But who would be more successful as relations grow icy?",nytimes.com,2025-04-28T11:53:22Z
Canada Votes,We explain what’s at stake in today’s election.,nytimes.com,2025-04-28T10:50:09Z
Canada Votes: What’s at Stake?,Many Canadians believe Monday’s election is the most important of their lifetime. It will determine who will take on a stagnant economy and deal with President Trump.,nytimes.com,2025-04-28T09:02:04Z
"China Experience Was Once a Plus. In Canada’s Election, It’s a Liability.","Mark Carney, who is running to win a full term as prime minister, has years of experience dealing with Chinese businesses and leadership. It’s become fodder for his opponents.",nytimes.com,2025-04-27T09:01:40Z
Canada’s Extraordinary Yet Uneventful Election Draws to a Close,President Trump’s tariffs and annexation ambitions continue to loom over all other issues in a race without any moments of campaign drama.,nytimes.com,2025-04-26T09:03:19Z
"Climate Change, Once a Big Issue, Fades From Canada’s Election","Even though Liberal candidate Mark Carney has a lengthy climate policy résumé, Trump’s threats have nearly drowned the issue out of the campaign.",nytimes.com,2025-04-26T09:03:18Z
Polls Tighten in Homestretch of Canada’s Election,"Prime Minister Mark Carney’s Liberal Party still appears poised to win, pollsters say, even as its lead over the Conservative Party has shrunk.",nytimes.com,2025-04-26T09:02:11Z
Canada’s Anti-Trump Finds His Moment,"Mark Carney, the new prime minister seeking a full term in Monday’s election, has built his campaign around President Trump’s threats to the country.",nytimes.com,2025-04-26T09:01:22Z
Why Greater Toronto Could Decide Who Wins Canada’s Election,The Conservatives had enjoyed a lead over Liberals in the region largely because of rising housing and food costs. But President Trump’s tariffs have shifted the equation.,nytimes.com,2025-04-24T09:02:00Z
Canada’s Million-Dollar Housing Crisis,"Soaring housing costs, with many homes nearing $1 million, have sparked an exodus from cities like Vancouver, and Canadians want their next prime minister to do something about it.",nytimes.com,2025-04-23T09:01:42Z
News Is Blocked on Meta’s Feeds in Canada. Here’s What Fills the Void.,Hyperpartisan and misleading content from popular right-wing pages such as Canada Proud is thriving on Facebook as the election nears.,nytimes.com,2025-04-21T15:06:36Z
"Despite His Shaky French, Canada’s Prime Minister Is a Hit in Quebec","Voters are overlooking Mark Carney’s linguistic gaffes and lack of knowledge about the French-speaking province, viewing him as the most capable candidate to deal with President Trump.",nytimes.com,2025-04-19T09:01:30Z
Who Will Be Canada’s Next Prime Minister?,The April 28 election will come down to two candidates with starkly different personalities and experience: Mark Carney and Pierre Poilievre.,nytimes.com,2025-04-19T09:01:26Z
5 Takeaways From Canada’s Election Debate,Prime Minister Mark Carney was repeatedly the target of his opponents. President Trump’s threats on Canada loomed over the debate.,nytimes.com,2025-04-18T04:16:34Z
"Paper Ballots, Hand Counting, No Machines: This Is How Canada’s Election Works",Canada’s federal election is on Monday. Here are the details.,nytimes.com,2025-04-17T16:35:14Z
Canada Reschedules Political Debate That Conflicted With a Hockey Game,"A big game, but still.",nytimes.com,2025-04-16T09:40:05Z
Trump Tariffs Muddle Campaigning for Canada’s Conservatives,"Pierre Poilievre’s 25-point lead in the polls evaporated, and he struggled to switch voters’ focus to the economy, crime and other issues.",nytimes.com,2025-04-12T10:00:07Z
"Outside His Political Base, a Canadian’s Trumpian Pitch Is a Harder Sell","Pierre Poilievre, the Conservative seeking to become prime minister, fires up the faithful in Alberta, including Trump supporters, with his anti-elitist, anti-woke message.",nytimes.com,2025-04-10T09:03:01Z
"Tariffs May Make It Too Expensive to ‘Drill, Baby, Drill’","President Trump’s tariff polices have sent oil prices falling, which may push energy companies to reconsider their plans to drill.",nytimes.com,2025-04-08T19:27:07Z
"Trump, Tariffs, a New Leader: Canada’s Liberals Enjoy Early Election Lift","The Liberal Party, which not long ago seemed destined to crash in federal elections under Justin Trudeau, is experiencing a reversal of fortune. Here’s what a close review of polls shows.",nytimes.com,2025-04-06T09:01:02Z
The Canadian Political Brawler Who Had a 25-Point Lead and a Problem: Trump,"Just two months ago, Pierre Poilievre seemed destined to become Canada’s next prime minister. But his double-digit polling lead vanished with President Trump’s threat to annex Canada.",nytimes.com,2025-04-06T09:00:56Z
Trump and Tariffs Enter the Scene Only Days Into Canada’s Election Campaign,"Without advance notice to Canada, the U.S. president put the auto industry into turmoil with a 25 percent tariff.",nytimes.com,2025-03-29T10:00:08Z
Trump Tones Down His Rhetoric About Canada After Call With Its Leader,"The president and Canada’s new prime minister, Mark Carney, spoke for the first time on Friday and promised to begin negotiations on trade.",nytimes.com,2025-03-28T20:44:38Z
"Four Tesla Dealers Said They Sold 8,653 Cars in 3 Days in Canada. Did They?",The sales numbers provided by the company-owned shops allowed them to claim tens of millions in government rebates. Now those numbers are under scrutiny.,nytimes.com,2025-03-27T20:01:39Z
Canada’s Leader Calls Snap Federal Elections Amid Trump Threats,"Mark Carney, who has only been prime minister for 10 days, has called for a general election to be held on April 28.",nytimes.com,2025-03-23T16:37:39Z
"The Carney Doctrine on Trump: Demand Respect, Be Patient, Diversify","On the road with the prime minister, we learned more about his approach to President Trump.",nytimes.com,2025-03-22T10:00:08Z
Canada Bolsters Arctic Defenses as Trump Sets His Sights North,"As President Trump talks about U.S. dominance of the Arctic, Canada says it will spend billions to defend the region, including buying new radar technology from Australia.",nytimes.com,2025-03-18T17:37:05Z
‘Most European Non-European Country’: Canada Turns to Allies as Trump Threatens,"Days after becoming prime minister, Mark Carney visited Paris and London to highlight deep European friendships as his country fights back against President Trump’s tariffs and annexation talk.",nytimes.com,2025-03-17T21:50:29Z
"A Hectic Week in Canadian Politics and Trade, With More Action on the Way","As Justin Trudeau’s nearly decade-long tenure as prime minister came to an end, new trade threats and tariffs came from Washington.",nytimes.com,2025-03-15T10:00:05Z
Canada Has a New Prime Minister With a Very Hard First Assignment,"Mark Carney, a central banker turned politician, steps into his role at a crucial moment as President Trump sets his sights on Canada’s sovereignty and keeps threatening more tariffs.",nytimes.com,2025-03-14T15:29:03Z
"Challenged by Trump, Trudeau Rallies Canada as His Final Act","After nearly a decade in power, Justin Trudeau steps down on Friday as prime minister amid a trade war and President Trump’s stated desire to annex Canada.",nytimes.com,2025-03-14T09:02:35Z
Where Trump Is Giving Liberals a Hand,Being known as an enemy of Trump has become great politics in Canada and Mexico,nytimes.com,2025-03-12T19:00:04Z
An Unexpected Trump Bump for the World’s Centrists,"As President Trump’s “shock and awe” policies radiate around the world, they are galvanizing support for moderate leaders and unifying Europe.",nytimes.com,2025-03-12T04:01:08Z
New Canadian Leader’s Balancing Act: Negotiate With and Fight Trump,"Mark Carney will most likely be in power just a few weeks before a federal election is held. To win, he will try to convince Canadians he can take on, but also negotiate with, Trump.",nytimes.com,2025-03-10T22:21:15Z
Canada Will Have a New Prime Minister. Here’s What to Know.,"Mark Carney, a former central banker, now heads the Liberal Party and will soon lead Canada, tasked with responding to President Trump’s threats.",nytimes.com,2025-03-10T09:03:46Z
"Banker Mark Carney Wins Race to Lead Liberal Party, and Canada",The prominent central banker and investor was chosen in a crucial leadership race amid threats from President Trump. He is expected to quickly call a federal election.,nytimes.com,2025-03-09T09:01:57Z
The Liberals Choose a Leader in the Shadow of Trump’s Threats,Party members will cast their votes on Sunday in a campaign that has been overshadowed by the unsettling signals from Washington.,nytimes.com,2025-03-08T11:00:08Z
Will Canadians Warm Up to the Steely Banker Eyeing Trudeau’s Job?,"Mark Carney has pitched himself as the fix-it man who can set Canada back on track. As he seeks to lead the Liberal Party, the country’s biggest challenge may be President Trump.",nytimes.com,2025-03-07T10:02:48Z
"Banker, Investor, Prime Minister? Mark Carney Bids to Lead Canada.",The former governor of the Canadian and British central banks announced he was running to become head of the Liberal Party and prime minister.,nytimes.com,2025-01-16T20:46:14Z
Here Are Three Possible Contenders to Succeed Justin Trudeau,"Whoever replaces Mr. Trudeau as the leader of Canada’s Liberal Party will become the prime minister. Not long after they’ll face a general election, and the daunting challenge of keeping the job.",nytimes.com,2025-01-06T21:09:29Z
Justin Trudeau Is Stepping Down: What Comes Next?,"The Canadian prime minister will not leave office until the next leader of his party is chosen, which could take several months.",nytimes.com,2024-12-20T23:01:57Z
